step,phase,main_learning_rate,relation_encoder_learning_rate,loss,fact_supcon_loss,relation_ce_loss,relation_supcon_loss,entity_ce_loss,template_adversary_loss,gradient_norm,validation_gate_count,validation_relation_head,validation_relation_probe,validation_relation_template_margin,validation_centroid_top1,validation_row_1nn,validation_mrr,validation_fact_template_margin,validation_fact_silhouette,validation_entity_probe,validation_template_probe
550,joint,0.0007509540229240601,0.00015019080458481202,1.5710105895996094,0.7047185897827148,0.04968686401844025,1.793715238571167,1.958425521850586,1.8204072713851929,0.3349084258079529,5,0.8333333134651184,0.8333333134651184,0.40582371707229564,0.7916666666666666,0.7916666666666666,0.8405036027568923,0.6821218132972717,0.7322816848754883,0.9270833134651184,0.9305555820465088
600,joint,0.0007018566924480542,0.00014037133848961085,1.5322662591934204,0.7027222514152527,0.04539575055241585,1.7927565574645996,1.7945737838745117,1.7875995635986328,0.24744240939617157,5,0.8333333134651184,0.8333333134651184,0.38657229796517645,0.7916666666666666,0.8020833333333334,0.8400008267195767,0.6516836881637573,0.7364876866340637,0.9375,0.9027777910232544
650,joint,0.0006503090951680512,0.00013006181903361025,1.5001717805862427,0.6997613906860352,0.04354984685778618,1.793749213218689,1.6483608484268188,1.804267406463623,0.29326972365379333,5,0.8333333134651184,0.8333333134651184,0.41752422819813045,0.7916666666666666,0.7916666666666666,0.8379596520221521,0.6727227568626404,0.7429602146148682,0.9375,0.9166666865348816
700,joint,0.0005969369490868042,0.00011938738981736085,1.4933969974517822,0.702312171459198,0.03748588263988495,1.7927321195602417,1.6192026138305664,1.7990986108779907,0.31691452860832214,6,0.8333333134651184,0.8333333134651184,0.3921291021500818,0.8020833333333334,0.8020833333333334,0.8481243191721134,0.6712445914745331,0.7494356632232666,0.9479166865348816,0.8055555820465088
750,joint,0.0005423881197579144,0.00010847762395158289,1.4627381563186646,0.6995642185211182,0.03327802196145058,1.792682409286499,1.493661880493164,1.785321831703186,0.21829280257225037,5,0.8333333134651184,0.8333333134651184,0.3888795925019723,0.7916666666666666,0.7916666666666666,0.8357082964764854,0.6435982435941696,0.744978666305542,0.9583333134651184,0.9027777910232544
800,joint,0.0004873247560756324,9.746495121512648e-05,1.450203776359558,0.7003778219223022,0.031209556385874748,1.7927215099334717,1.4315847158432007,1.7871967554092407,0.24258634448051453,5,0.8333333134651184,0.8333333134651184,0.3942666571108728,0.7916666666666666,0.7916666666666666,0.8482230392156862,0.6715967506170273,0.7566947937011719,0.9479166865348816,0.7916666865348816
850,joint,0.0004324152526842517,8.648305053685034e-05,1.4248454570770264,0.6989277601242065,0.03172635659575462,1.7933292388916016,1.3119170665740967,1.7801038026809692,0.1993207037448883,5,0.8333333134651184,0.8333333134651184,0.3849533998096982,0.7916666666666666,0.7916666666666666,0.8451600037537538,0.6642925888299942,0.7576599717140198,0.9583333134651184,0.6666666865348816
900,joint,0.0003783261365725592,7.566522731451185e-05,1.4095070362091064,0.6979432106018066,0.028152577579021454,1.7950581312179565,1.2453752756118774,1.788018822669983,0.19473537802696228,5,0.8333333134651184,0.8333333134651184,0.37582242759203327,0.7916666666666666,0.7916666666666666,0.8427420715249663,0.6581326276063919,0.7585812211036682,0.9479166865348816,0.7916666865348816
950,joint,0.0003257139763390925,6.514279526781851e-05,1.4023381471633911,0.696834921836853,0.027783898636698723,1.7932929992675781,1.2163745164871216,1.7935539484024048,0.19938671588897705,5,0.8333333134651184,0.8333333134651184,0.37520669562638637,0.7916666666666666,0.7916666666666666,0.8385973112535612,0.6507259905338287,0.7584273219108582,0.9583333134651184,0.7222222089767456
1000,joint,0.000275217412338765,5.5043482467753e-05,1.3847827911376953,0.6977418661117554,0.02664063312113285,1.7924976348876953,1.1284466981887817,1.790636658668518,0.19629690051078796,5,0.8333333134651184,0.8333333134651184,0.38188904334739265,0.7916666666666666,0.7916666666666666,0.8417592869484317,0.6605980545282364,0.7607112526893616,0.9583333134651184,0.7777777910232544
1050,joint,0.00022744940445408203,4.548988089081641e-05,1.3953769207000732,0.6987761855125427,0.02589014731347561,1.793143630027771,1.174838900566101,1.8011822700500488,0.20398613810539246,5,0.8333333134651184,0.8333333134651184,0.38761655278633245,0.7916666666666666,0.8020833333333334,0.8414323569340016,0.6630393862724304,0.7630278468132019,0.9583333134651184,0.6805555820465088
1100,joint,0.0001829897915925055,3.65979583185011e-05,1.3740131855010986,0.6958808898925781,0.025678306818008423,1.7927846908569336,1.0840225219726562,1.7986351251602173,0.1661228984594345,5,0.8333333134651184,0.8333333134651184,0.38938942121393566,0.7916666666666666,0.7916666666666666,0.8414687008437008,0.6634989976882935,0.7642862200737,0.9583333134651184,0.7361111044883728
1150,joint,0.00014237825322758736,2.8475650645517472e-05,1.3698688745498657,0.6968879103660583,0.02451143227517605,1.7927181720733643,1.0645536184310913,1.7854175567626953,0.1766500473022461,5,0.8333333134651184,0.8333333134651184,0.38780733049433264,0.7916666666666666,0.7916666666666666,0.8451145341770342,0.6618871688842773,0.7650269865989685,0.9583333134651184,0.7222222089767456
1200,joint,0.00010610775842122971,2.1221551684245944e-05,1.3663326501846313,0.7009426951408386,0.02335260808467865,1.793090581893921,1.0312955379486084,1.7767295837402344,0.2525731325149536,5,0.8333333134651184,0.8333333134651184,0.38852564933476974,0.7916666666666666,0.7916666666666666,0.8435322246588695,0.6691030263900757,0.7683250904083252,0.9583333134651184,0.6388888955116272
1250,joint,7.461858184706777e-05,1.4923716369413555e-05,1.3654118776321411,0.6985365152359009,0.023868585005402565,1.7937045097351074,1.0336908102035522,1.7892402410507202,0.2051025629043579,5,0.8333333134651184,0.8333333134651184,0.3869681234070514,0.7916666666666666,0.7916666666666666,0.8409569931773878,0.6633986234664917,0.7664544582366943,0.9583333134651184,0.6666666865348816
1300,joint,4.829295945234258e-05,9.658591890468517e-06,1.363807201385498,0.6980932950973511,0.02363930083811283,1.793084979057312,1.029849886894226,1.7861472368240356,0.1834648996591568,5,0.8333333134651184,0.8333333134651184,0.385921959068057,0.7916666666666666,0.7916666666666666,0.8407379124895572,0.6608881652355194,0.7678115963935852,0.9583333134651184,0.6527777910232544
1350,joint,2.7450448631293034e-05,5.490089726258607e-06,1.3719393014907837,0.6983699202537537,0.02349250204861164,1.7924798727035522,1.0718154907226562,1.7792812585830688,0.1730300933122635,5,0.8333333134651184,0.8333333134651184,0.3865957441700933,0.7916666666666666,0.7916666666666666,0.8396673106377054,0.6611888408660889,0.7675051689147949,0.9583333134651184,0.6527777910232544
1400,joint,1.2344049231273301e-05,2.4688098462546604e-06,1.3657282590866089,0.7026857137680054,0.0226398017257452,1.7934163808822632,1.0130335092544556,1.808655858039856,0.27461302280426025,5,0.8333333134651184,0.8333333134651184,0.38597236972095234,0.7916666666666666,0.7916666666666666,0.840535366193261,0.6596422046422958,0.7676011919975281,0.9583333134651184,0.6388888955116272
1450,joint,3.1571324773286282e-06,6.314264954657257e-07,1.3663427829742432,0.6974493265151978,0.023431316018104553,1.7929768562316895,1.0441417694091797,1.7950825691223145,0.21474440395832062,5,0.8333333134651184,0.8333333134651184,0.3859685931290086,0.7916666666666666,0.7916666666666666,0.8412008754525201,0.6611307263374329,0.7678051590919495,0.9583333134651184,0.6666666865348816
1500,joint,1.2150939247002058e-09,2.4301878494004116e-10,1.365220308303833,0.6987981200218201,0.023260056972503662,1.792472243309021,1.031821846961975,1.798668384552002,0.18994836509227753,5,0.8333333134651184,0.8333333134651184,0.3859998156394189,0.7916666666666666,0.7916666666666666,0.840535366193261,0.6613421440124512,0.7678136825561523,0.9583333134651184,0.6666666865348816
